Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon,Taxon rank,Scientific name and authority,GBIF URL,Division,Growth form,Origin,Endemism,Conservation Status
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,truncatum,Gomphonema truncatum,Species,Gomphonema truncatum Ehrenb.,https://www.gbif.org/species/8211274,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,venusta,Gomphonema venusta,Species,"Gomphonema venusta Passy, Kociolek & Lowe, 1997",https://www.gbif.org/species/7822342,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Gongrosira ,,Gongrosira,Genus,"Gongrosira Kützing, 1843",https://www.gbif.org/species/2639806,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,Gymnodinium ,Genus,"Gymnodinium Stein, 1878",https://www.gbif.org/species/3207519,Dinophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,,Gyrosigma,Genus,"Gyrosigma A.H.Hassall, 1845",https://www.gbif.org/species/7826612,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,acuminatum,Gyrosigma acuminatum,Species,Gyrosigma acuminatum (Kütz.) Rabenh.,https://www.gbif.org/species/7369131,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,attenuatum,Gyrosigma attenuatum,Species,Gyrosigma attenuatum (Kütz.) Rabenh.,https://www.gbif.org/species/7561483,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,rautenbachiae,Gyrosigma rautenbachiae,Species,"Gyrosigma rautenbachiae Cholnoky, 1957",https://www.gbif.org/species/7467294,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,scalproides,Gyrosigma scalproides,Species,Gyrosigma scalproides (Rabenh.) Cleve,https://www.gbif.org/species/2632682,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Haematococcus,,Haematococcus ,Genus,"Haematococcus Flotow, 1844",https://www.gbif.org/species/2638796,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Hantzschia, ,Hantzschia  ,Genus,"Hantzschia A.Grunow, 1877",https://www.gbif.org/species/7600333,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Hantzschia,amphioxys,Hantzschia amphioxys,Species,Hantzschia amphioxys (Ehrenb.) Grunow,https://www.gbif.org/species/5265849,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Stigonemataceae,Hapalosiphon,,Hapalosiphon,Genus,Hapalosiphon,https://www.gbif.org/species/3215878,Cyanophyta,Filamentous  ,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,,Pseudanabaenaceae,Heteroleibleinia,,Heteroleibleinia ,Genus,"Heteroleibleinia (Geitler) L.Hoffmann, 1905",https://www.gbif.org/species/3217980,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Hippodonta,hungarica,Hippodonta hungarica,Species,"Hippodonta hungarica (Grunow) Lange-Bertalot, Metzeltin & Witkowski",https://www.gbif.org/species/2636329,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Homoeothrix, ,Homoeothrix  ,Genus,"Homoeothrix (Thuret ex Bornet & Flahault) Kirchner, 1898",https://www.gbif.org/species/3217998,Cyanophyta,Filamentous  ,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Kirchneriella,,Kirchneriella ,Genus,"Kirchneriella Schmidle, 1893",https://www.gbif.org/species/2641223,Chlorophyta,Gelatinous masses,Unknown,Unknown,Unknown
Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Klebsormidium,,Klebsormidium ,Genus,"Klebsormidium P.C.Silva, K.Mattox & W.Blackwell, 1972",https://www.gbif.org/species/2638318,Chlorophyta,Filamentous  ,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Kobayasiella,,Kobayasiella ,Genus,"Kobayasiella H.Lange-Bertalot, 1999",https://www.gbif.org/species/7500204,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Kobayasiella,subtilissima,Kobayasiella subtilissima,Species,Kobayasiella subtilissima (Cleve) Lange-Bertalot,https://www.gbif.org/species/7466326,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Lagerheimia,,Lagerheimia ,Genus,"Lagerheimia R.Chodat, 1895",https://www.gbif.org/species/2641301,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Lemnicola,,Lemnicola ,Genus,"Lemnicola F.E.Round & P.W.Basson, 1997",https://www.gbif.org/species/7755018,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Lemnicola,hungarica,Lemnicola hungarica,Species,"Lemnicola hungarica (Grunow) F.E.Round & P.W.Basson, 1997",https://www.gbif.org/species/7743073,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Luticola,,Luticola,Genus,"Luticola D.G.Mann, 1990",https://www.gbif.org/species/8210570,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Luticola,acidoclinata,Luticola acidoclinata,Species,Luticola acidoclinata Lange-Bertalot,https://www.gbif.org/species/5270521,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Luticola,goeppertiana,Luticola goeppertiana,Species,"Luticola goeppertiana (Bleisch) D.G.Mann, 1990",https://www.gbif.org/species/7348585,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Luticola,kotschyi,Luticola kotschyi,Species,Luticola kotschyi (Grunow) D.G.Mann,https://www.gbif.org/species/9492560,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,Lyngbya,,Lyngbya,Genus,"Lyngbya C.Agardh ex Gomont, 1892",https://www.gbif.org/species/3218593,Cyanophyta,Filamentous  ,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Melosiraceae,Melosira, ,Melosira  ,Genus,"Melosira C.A.Agardh, 1824",https://www.gbif.org/species/3193964,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Melosiraceae,Melosira,varians,Melosira varians,Species,Melosira varians C.Agardh,https://www.gbif.org/species/3194090,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Merismopedia,,Merismopedia,Genus,"Merismopedia Meyen, 1839",https://www.gbif.org/species/3217137,Cyanophyta,Colonial,Unknown,Unknown,Unknown
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Mesotaenium,,Mesotaenium ,Genus,"Mesotaenium Nägeli, 1849",https://www.gbif.org/species/2646693,Chlorophyta,Gelatinous masses,Unknown,Unknown,Unknown
Plantae,Charophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Micractinium,,Micractinium,Genus,"Micractinium Fresenius, 1858",https://www.gbif.org/species/2641076,Chlorophyta,Colonial,Unknown,Unknown,Unknown
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Micrasterias ,,Micrasterias  ,Genus,"Micrasterias C.Agardh ex Ralfs, 1848",https://www.gbif.org/species/2647497,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,,Microcystis ,Genus,"Microcystis Lemmermann, 1907",https://www.gbif.org/species/3217749,Cyanophyta,Gelatinous masses,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Microsporaceae,Microspora,,Microspora ,Genus,"Microspora Thuret, 1850",https://www.gbif.org/species/2639650,Chlorophyta,Filamentous,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium ,,Monoraphidium  ,Genus,"Monoraphidium Komárková-Legnerová, 1969",https://www.gbif.org/species/9429634,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Mougeotia,,Mougeotia,Genus,"Mougeotia C.Agardh, 1824",https://www.gbif.org/species/7690363,Chlorophyta,Filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,,Navicula,Genus,"Navicula J.B.M.Bory de Saint-Vincent, 1822",https://www.gbif.org/species/2634825,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,angusta,Navicula angusta,Species,Navicula angusta Grunow,https://www.gbif.org/species/5269370,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,antonii,Navicula antonii,Species,Navicula antonii Lange-Bertalot,https://www.gbif.org/species/5269498,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,arvensis var. maior,Navicula arvensis var. maior,Species,,,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,capitatoradiata,Navicula capitatoradiata,Species,Navicula capitatoradiata Germain,https://www.gbif.org/species/5270310,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,cincta,Navicula cincta,Species,Navicula cincta (Ehrenberg) Ralfs,https://www.gbif.org/species/5269473,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,cryptocephala,Navicula cryptocephala,Species,Navicula cryptocephala Kützing,https://www.gbif.org/species/5269014,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,cryptonella,Navicula cryptonella,Species,"Navicula cryptonella Lange-Bert., 1985",https://www.gbif.org/species/8340801,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,cryptotenelloides,Navicula cryptotenelloides,Species,Navicula cryptotenelloides Lange-Bertalot,https://www.gbif.org/species/7530797,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,erifuga,Navicula erifuga,Species,Navicula erifuga Lange-Bertalot,https://www.gbif.org/species/5269811,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,germainii,Navicula germainii,Species,Navicula germainii Wallace,https://www.gbif.org/species/8126006,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,gregaria,Navicula gregaria,Species,Navicula gregaria Donkin,https://www.gbif.org/species/5269292,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula ,heimansioides,Navicula heimansioides,Species,Navicula heimansioides Lange-Bertalot,https://www.gbif.org/species/5270085,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,libonensis,Navicula libonensis,Species,Navicula libonensis Schoeman,https://www.gbif.org/species/5269913,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,longicephala,Navicula longicephala,Species,Navicula longicephala Hustedt,https://www.gbif.org/species/7468798,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,minima,Navicula minima,Species,Navicula minima Grunow,https://www.gbif.org/species/5269085,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula ,notha  ,Navicula notha  ,Species,Navicula notha Wallace,https://www.gbif.org/species/5269396,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,radiosa,Navicula radiosa,Species,Navicula radiosa Kützing,https://www.gbif.org/species/5269154,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula ,ranomafenensis,Navicula ranomafanensis,Species,Navicula ranomafanensis (Manguin) Metzeltin & Lange-Bertalot,https://www.gbif.org/species/5270385,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,recens,Navicula recens,Species,Navicula recens Lange-Bertalot,https://www.gbif.org/species/5269698,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,reichardtiana,Navicula reichardtiana,Species,Navicula reichardtiana Lange-Bertalot,https://www.gbif.org/species/5269875,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,rhynchocephala,Navicula rhynchocephala,Species,Navicula rhynchocephala Kützing,https://www.gbif.org/species/5269127,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,riediana,Navicula riediana,Species,Navicula riediana Lange-Bertalot & U.Rumrich,https://www.gbif.org/species/5269970,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,rostellata,Navicula rostellata,Species,Navicula rostellata Kützing,https://www.gbif.org/species/5270012,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,schroeteri,Navicula schroeteri,Species,Navicula schroeteri F.Meister,https://www.gbif.org/species/7687663,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula  ,symmetrica,Navicula symmetrica,Species,Navicula symmetrica Patrick,https://www.gbif.org/species/7571431,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,tripunctata,Navicula tripunctata,Species,Navicula tripunctata (O.F.Müller) Bory,https://www.gbif.org/species/5269343,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,trivialis,Navicula trivialis,Species,Navicula trivialis Lange-Bertalot,https://www.gbif.org/species/5269236,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,veneta,Navicula veneta,Species,Navicula veneta Kützing,https://www.gbif.org/species/5269140,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula                                              ,zanoni,Navicula zanoni,Species,Navicula zanoni Hustedt,https://www.gbif.org/species/5269168,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Navicymbula,pusilla,Navicymbula pusilla,Species,"Navicymbula pusilla (Grunow) K.Krammer, 2003",https://www.gbif.org/species/7967472,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,,Neidium ,Genus,"Neidium E.Pfitzer, 1871",https://www.gbif.org/species/8069006,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Netrium,,Netrium,Genus,"Netrium (Nägeli) Itzigsohn & Rothe, 1856",https://www.gbif.org/species/2646660,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,,Nitzschia,Genus,"Nitzschia A.H.Hassall, 1845",https://www.gbif.org/species/2628185,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,acicularis,Nitzschia acicularis,Species,Nitzschia acicularis (Kütz.) W.Sm.,https://www.gbif.org/species/7415844,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,agnewii,Nitzschia agnewii,Species,Nitzschia agnewii Cholnoky,https://www.gbif.org/species/8424485,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,amphibia,Nitzschia amphibia,Species,Nitzschia amphibia Grunow,https://www.gbif.org/species/5266248,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,archibaldii,Nitzschia archibaldii,Species,Nitzschia archibaldii Lange-Bert.,https://www.gbif.org/species/8127479,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,aurariae,Nitzschia aurariae,Species,"Nitzschia aurariae Cholnoky, 1965",https://www.gbif.org/species/8020079,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,capitellata,Nitzschia capitellata,Species,Nitzschia capitellata Hust.,https://www.gbif.org/species/7811265,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,clausii,Nitzschia clausii,Species,Nitzschia clausii Hantzsch,https://www.gbif.org/species/5266345,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,closterium,Nitzschia closterium,Species,"Nitzschia closterium Eulenstein, 1868",https://www.gbif.org/species/9346205,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,desertorum,Nitzschia desertorum,Species,"Nitzschia desertorum Hustedt, 1949",https://www.gbif.org/species/7683354,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,dissipata,Nitzschia dissipata,Species,Nitzschia dissipata (Kütz.) Grunow,https://www.gbif.org/species/8114171,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,etoshensis,Nitzschia etoshensis,Species,"Nitzschia etoshensis Cholnoky, 1966",https://www.gbif.org/species/7796990,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,filiformis,Nitzschia filiformis,Species,Nitzschia filiformis (W.Sm.) Van Heurck,https://www.gbif.org/species/8315073,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,frustulum,Nitzschia frustulum,Species,Nitzschia frustulum (Kütz.) Grunow,https://www.gbif.org/species/5266300,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,gracilis,Nitzschia gracilis,Species,Nitzschia gracilis Hantzsch,https://www.gbif.org/species/5266487,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,intermedia,Nitzschia intermedia,Species,Nitzschia intermedia Hantzsch,https://www.gbif.org/species/8172774,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,irremissa,Nitzschia irremissa,Species,"Nitzschia irremissa Cholnoky, 1959",https://www.gbif.org/species/8294557,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,liebetruthii,Nitzschia liebetruthii,Species,"Nitzschia liebetruthii var. minuscula Grunow, 1880",https://www.gbif.org/species/9526591,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,linearis,Nitzschia linearis,Species,Nitzschia linearis (C.Agardh) W.Sm.,https://www.gbif.org/species/8190487,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,linearis var. subtilis,Nitzschia linearis var. subtilis,Species,"Nitzschia linearis var. subtilis (Grunow) Hustedt, 1923",https://www.gbif.org/species/7758713,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,littorea,Nitzschia littorea,Species,"Nitzschia littorea Grunow, 1881",https://www.gbif.org/species/7719926,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,microcephala,Nitzschia microcephala,Species,Nitzschia microcephala Grunow,https://www.gbif.org/species/5266452,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,nana,Nitzschia nana,Species,Nitzschia nana Grunow,https://www.gbif.org/species/5266112,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,palea,Nitzschia palea,Species,Nitzschia palea (Kütz.) W.Sm.,https://www.gbif.org/species/8140167,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,paleacea,Nitzschia paleacea,Species,Nitzschia paleacea Grunow,https://www.gbif.org/species/5266498,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,pura,Nitzschia pura,Species,Nitzschia pura Hust.,https://www.gbif.org/species/7896326,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,pusilla,Nitzschia pusilla,Species,Nitzschia pusilla (Kützing) Grunow,https://www.gbif.org/species/5266190,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,recta,Nitzschia recta,Species,Nitzschia recta Hantzsch,https://www.gbif.org/species/5266384,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,sigma,Nitzschia sigma,Species,Nitzschia sigma (Kütz.) W.Sm.,https://www.gbif.org/species/7775694,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,sinuata var. delognei,Nitzschia sinuata var. delognei,Species,Nitzschia sinuata var. delognei (Grunow) Lange-Bertalot,https://www.gbif.org/species/5266341,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,sublinearis,Nitzschia sublinearis,Species,Nitzschia sublinearis Hust.,https://www.gbif.org/species/7789124,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,symmetrica,Nitzschia symmetrica,Species,,,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,umbonata,Nitzschia umbonata,Species,"Nitzschia umbonata (Ehrenberg) Lange-Bertalot, 1978",https://www.gbif.org/species/8269891,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,communis,Nitzschia communis,Species,Nitzschia communis Rabenh.,https://www.gbif.org/species/7517334,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc , ,Nostoc   ,Genus,"Nostoc Vaucher ex Bornet & Flahault, 1886",https://www.gbif.org/species/3219414,Cyanophyta,Gelatinous masses,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc ,commune,Nostoc commune,Species,Nostoc commune Vaucher Ex Bornet & Flahault,https://www.gbif.org/species/8225325,Cyanophyta,Gelatinous masses,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Oedogonium ,,Oedogonium,Genus,"Oedogonium Link ex Hirn, 1900",https://www.gbif.org/species/2640111,Chlorophyta,Filamentous,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Oedogonium ,minus,Oedogonium minus,Species,Oedogonium minus Wittr.,https://www.gbif.org/species/2640215,Chlorophyta,Filamentous,Unknown,Unknown,Unknown
